date,Total solar irradiance (W/m2),Direct normal irradiance (W/m2),Global horizontal irradiance (W/m2),Atmosphere (hpa),Relative humidity (%),Power (MW)
2019-01-05 06:15:00,0,0,0,1036.3,51.3,-0.0357
2019-01-05 06:30:00,0,0,0,1036.2,52.5,-0.0378
2019-01-05 06:45:00,0,0,0,1036.7,53.4,-0.0378
2019-01-05 07:00:00,0,0,0,1036.9,51.1,-0.0357
2019-01-05 07:15:00,0,39,0,1037.1,50.9,-0.0378
2019-01-05 07:30:00,0,0,0,1037.6,49.5,0.0362355
2019-01-05 07:45:00,0,0,0,1037.5,52.1,0.230202
2019-01-05 08:00:00,61,0,45,1037.8,54.0,0.498771
2019-01-05 08:15:00,90,0,55,1037.9,54.1,0.754551
2019-01-05 08:30:00,177,0,71,1038.0,55.4,1.1105115
2019-01-05 08:45:00,138,33,95,1037.9,55.3,1.5666525
2019-01-05 09:00:00,160,0,104,1038.0,54.5,1.504839
2019-01-05 09:15:00,187,0,110,1038.2,53.9,1.7329095
2019-01-05 09:30:00,443,0,81,1038.5,53.1,2.3680965
2019-01-05 09:45:00,604,0,88,1038.5,51.8,3.0118095
2019-01-05 10:00:00,655,0,89,1038.5,47.2,2.873262
2019-01-05 10:15:00,714,0,91,1038.3,45.9,3.1141215
2019-01-05 10:30:00,734,0,95,1038.3,44.0,3.1993815
2019-01-05 10:45:00,753,0,108,1038.1,43.4,3.2292225
2019-01-05 11:00:00,755,0,102,1037.9,43.5,3.87933
2019-01-05 11:15:00,820,30,91,1037.6,43.6,3.8388315
2019-01-05 11:30:00,836,36,86,1037.4,43.7,4.0221405
2019-01-05 11:45:00,858,0,81,1037.2,41.7,3.218565
2019-01-05 12:00:00,889,0,77,1036.7,41.0,3.1567515
2019-01-05 12:15:00,890,0,71,1036.1,40.2,3.2292225
2019-01-05 12:30:00,892,0,68,1035.9,39.4,3.3187455
2019-01-05 12:45:00,893,0,66,1035.7,40.8,3.129042
2019-01-05 13:00:00,881,0,62,1035.5,41.9,2.6665065
2019-01-05 13:15:00,897,0,48,1035.1,40.4,2.425647
2019-01-05 13:30:00,880,36,46,1034.9,40.2,2.4235155
2019-01-05 13:45:00,847,0,46,1034.7,39.6,2.007873
2019-01-05 14:00:00,806,0,45,1034.6,39.1,2.178393
2019-01-05 14:15:00,763,31,44,1034.5,37.2,2.800791
2019-01-05 14:30:00,723,32,41,1034.6,37.4,3.3315345
2019-01-05 14:45:00,670,0,41,1034.7,37.7,2.21676
2019-01-05 15:00:00,613,0,39,1034.8,38.4,1.172325
2019-01-05 15:15:00,557,0,37,1034.8,39.7,0.8419425
2019-01-05 15:30:00,486,0,37,1034.9,40.1,0.4838505
2019-01-05 15:45:00,414,0,34,1034.8,38.6,0.302673
2019-01-05 16:00:00,329,0,31,1034.9,37.4,0.260043
2019-01-05 16:15:00,246,0,0,1035.0,39.6,0.1214955
2019-01-05 16:30:00,152,0,0,1034.8,38.6,0.0
2019-01-05 16:45:00,56,44,0,1034.9,40.2,-0.0462
2019-01-05 17:00:00,0,0,0,1034.9,42.8,-0.0357
2019-01-05 17:15:00,0,30,0,1035.0,45.4,-0.0357
2019-01-05 17:30:00,0,0,0,1034.7,47.1,-0.0378
2019-01-05 17:45:00,0,0,0,1034.8,48.0,-0.0378
2019-01-05 18:00:00,0,0,0,1034.7,50.8,-0.0378
2019-01-05 18:15:00,0,48,0,1034.9,52.8,-0.0378
2019-01-05 18:30:00,0,58,0,1034.8,53.3,-0.0336
2019-01-05 18:45:00,0,0,0,1034.8,51.5,-0.0378
2019-01-05 19:00:00,0,53,0,1034.7,51.3,-0.0357
2019-01-05 19:15:00,0,32,0,1034.7,50.6,-0.0378
2019-01-05 19:30:00,0,0,0,1034.8,50.3,-0.0378
2019-01-05 19:45:00,0,0,0,1034.7,53.3,-0.0378
2019-01-05 20:00:00,0,60,0,1034.7,55.3,-0.0336
2019-01-05 20:15:00,0,0,0,1034.6,57.6,-0.0357
2019-01-05 20:30:00,0,0,0,1034.5,56.9,-0.0378
2019-01-05 20:45:00,0,44,0,1034.5,56.6,-0.0378
2019-01-05 21:00:00,0,0,0,1034.4,54.1,-0.0357
2019-01-05 21:15:00,0,0,0,1034.3,56.2,-0.0378
2019-01-05 21:30:00,0,0,0,1034.3,56.2,-0.0357
2019-01-05 21:45:00,0,129,0,1034.2,57.8,-0.0378
2019-01-05 22:00:00,0,0,0,1034.1,57.9,-0.0378
2019-01-05 22:15:00,0,98,0,1034.0,58.3,-0.0378
2019-01-05 22:30:00,0,0,0,1034.1,58.8,-0.0357
2019-01-05 22:45:00,0,0,0,1033.8,57.6,-0.0378
2019-01-05 23:00:00,0,65,0,1033.7,58.6,-0.0378
2019-01-05 23:15:00,0,0,0,1033.6,58.6,-0.0378
2019-01-05 23:30:00,0,53,0,1033.4,59.6,-0.0378
2019-01-05 23:45:00,0,0,0,1033.2,59.5,-0.0378
2019-01-06 00:00:00,0,0,0,1033.0,58.7,-0.0357
2019-01-06 00:15:00,0,0,0,1032.7,59.0,-0.0378
2019-01-06 00:30:00,0,0,0,1032.5,58.7,-0.0378
2019-01-06 00:45:00,0,0,0,1032.1,59.3,-0.0378
2019-01-06 01:00:00,0,0,0,1032.0,59.7,-0.0378
2019-01-06 01:15:00,0,32,0,1031.9,58.9,-0.0378
2019-01-06 01:30:00,0,32,0,1031.7,58.4,-0.0378
2019-01-06 01:45:00,0,100,0,1031.6,57.9,-0.0378
2019-01-06 02:00:00,0,64,0,1031.4,58.0,-0.0378
2019-01-06 02:15:00,0,89,0,1031.1,58.7,-0.0378
2019-01-06 02:30:00,0,68,0,1030.9,59.6,-0.0378
2019-01-06 02:45:00,0,54,0,1030.7,59.6,-0.0378
2019-01-06 03:00:00,0,52,0,1030.4,59.4,-0.0378
2019-01-06 03:15:00,0,35,0,1030.2,58.9,-0.0378
2019-01-06 03:30:00,0,0,0,1030.0,58.9,-0.0378
2019-01-06 03:45:00,0,0,0,1029.8,59.2,-0.0378
2019-01-06 04:00:00,0,0,0,1029.9,59.1,-0.0378
2019-01-06 04:15:00,0,0,0,1029.6,59.2,-0.0378
2019-01-06 04:30:00,0,56,0,1029.4,59.5,-0.0378
2019-01-06 04:45:00,0,0,0,1029.4,59.6,-0.0378
2019-01-06 05:00:00,0,0,0,1029.1,59.8,-0.0378
2019-01-06 05:15:00,0,0,0,1028.7,58.8,-0.0378
2019-01-06 05:30:00,0,0,0,1028.6,57.4,-0.0378
2019-01-06 05:45:00,0,129,0,1028.4,57.2,-0.0378
2019-01-06 06:00:00,0,0,0,1028.3,57.2,-0.0378
2019-01-06 06:15:00,0,96,0,1028.2,57.1,-0.0378
2019-01-06 06:30:00,0,0,0,1028.2,57.2,-0.0378
2019-01-06 06:45:00,0,0,0,1028.6,57.1,-0.0357
2019-01-06 07:00:00,0,0,0,1028.6,57.8,-0.0378
2019-01-06 07:15:00,0,0,0,1028.5,58.0,-0.0378
2019-01-06 07:30:00,0,0,0,1028.5,58.4,-0.0378
2019-01-06 07:45:00,31,119,0,1028.4,59.1,0.008526
2019-01-06 08:00:00,89,0,42,1028.4,59.1,0.068208
2019-01-06 08:15:00,142,60,59,1028.7,58.5,0.1342845
2019-01-06 08:30:00,178,0,69,1029.6,58.2,0.2834895
2019-01-06 08:45:00,255,30,84,1029.6,56.8,0.396459
2019-01-06 09:00:00,347,72,90,1029.4,56.2,0.5477955
2019-01-06 09:15:00,431,0,95,1029.5,54.1,0.5946885
2019-01-06 09:30:00,491,0,95,1029.6,53.3,0.8376795
2019-01-06 09:45:00,565,0,96,1029.7,54.2,1.3108725
2019-01-06 10:00:00,619,0,101,1029.9,54.2,1.2511905
2019-01-06 10:15:00,528,0,131,1030.1,47.6,1.598625
2019-01-06 10:30:00,604,0,130,1030.2,43.0,1.1360895
2019-01-06 10:45:00,765,0,117,1030.5,38.0,1.7840655
2019-01-06 11:00:00,795,0,65,1030.2,38.2,2.464014
2019-01-06 11:15:00,756,0,107,1030.5,39.9,3.0032835
2019-01-06 11:30:00,797,0,0,1030.7,39.3,3.1226475
2019-01-06 11:45:00,796,0,57,1030.3,39.4,1.722252
2019-01-06 12:00:00,815,0,82,1030.4,38.5,1.538943
2019-01-06 12:15:00,783,0,69,1030.7,37.7,2.971311
2019-01-06 12:30:00,826,0,107,1030.9,37.4,2.5578
2019-01-06 12:45:00,849,0,88,1031.0,35.1,2.276442
2019-01-06 13:00:00,828,0,44,1031.0,36.4,1.4643405
2019-01-06 13:15:00,793,0,62,1031.0,35.5,1.2852945
2019-01-06 13:30:00,789,0,97,1031.0,33.9,1.163799
2019-01-06 13:45:00,748,0,0,1031.1,33.3,1.1701935
2019-01-06 14:00:00,695,0,88,1031.1,34.6,1.095591
2019-01-06 14:15:00,694,0,62,1031.3,33.6,0.912282
2019-01-06 14:30:00,654,42,83,1031.7,34.1,0.839811
2019-01-06 14:45:00,602,0,78,1032.1,34.3,0.3559605
2019-01-06 15:00:00,549,0,34,1032.1,34.4,0.3048045
2019-01-06 15:15:00,498,0,62,1032.2,34.6,0.2962785
2019-01-06 15:30:00,428,40,58,1032.2,35.9,0.2451225
2019-01-06 15:45:00,360,0,53,1032.5,35.2,0.3303825
2019-01-06 16:00:00,287,0,0,1033.0,35.5,0.093786
2019-01-06 16:15:00,206,0,32,1033.0,34.5,0.0916545
2019-01-06 16:30:00,113,0,0,1033.5,33.4,0.038367
2019-01-06 16:45:00,36,47,0,1033.6,35.2,-0.0336
2019-01-06 17:00:00,0,0,0,1033.6,33.1,-0.0378
2019-01-06 17:15:00,0,39,0,1033.8,35.1,-0.0378
2019-01-06 17:30:00,0,0,0,1034.1,35.4,-0.0378
2019-01-06 17:45:00,0,0,0,1034.2,36.9,-0.0378
2019-01-06 18:00:00,0,0,0,1034.2,37.3,-0.0378
2019-01-06 18:15:00,0,30,0,1034.3,37.4,-0.0378
2019-01-06 18:30:00,0,0,0,1034.5,37.5,-0.0378
2019-01-06 18:45:00,0,0,0,1034.7,37.9,-0.0378
2019-01-06 19:00:00,0,0,0,1034.7,36.7,-0.0378
2019-01-06 19:15:00,0,0,0,1034.8,36.6,-0.0378
2019-01-06 19:30:00,0,35,0,1034.9,38.8,-0.0378
2019-01-06 19:45:00,0,0,0,1035.2,39.5,-0.0378
2019-01-06 20:00:00,0,0,0,1035.3,39.5,-0.0378
2019-01-06 20:15:00,0,0,0,1035.3,40.2,-0.0378
2019-01-06 20:30:00,0,0,0,1035.5,40.8,-0.0378
2019-01-06 20:45:00,0,0,0,1035.7,41.0,-0.0378
2019-01-06 21:00:00,0,0,0,1035.7,42.5,-0.0378
2019-01-06 21:15:00,0,0,0,1035.8,43.1,-0.0378
2019-01-06 21:30:00,0,0,0,1035.9,44.7,-0.0378
2019-01-06 21:45:00,0,0,0,1036.1,45.6,-0.0378
2019-01-06 22:00:00,0,0,0,1036.7,47.0,-0.0378
2019-01-06 22:15:00,0,35,0,1036.8,47.0,-0.0378
2019-01-06 22:30:00,0,0,0,1037.0,49.0,-0.0378
2019-01-06 22:45:00,0,0,0,1037.2,48.4,-0.0378
2019-01-06 23:00:00,0,0,0,1037.3,48.6,-0.0378
2019-01-06 23:15:00,0,0,0,1037.4,48.3,-0.0378
2019-01-06 23:30:00,0,0,0,1037.5,48.6,-0.0378
2019-01-06 23:45:00,0,0,0,1037.4,49.1,-0.0378
2019-01-07 00:00:00,0,0,0,1037.3,49.5,-0.0378
2019-01-07 00:15:00,0,0,0,1037.6,49.9,-0.0378
2019-01-07 00:30:00,0,0,0,1037.9,50.2,-0.0378
2019-01-07 00:45:00,0,0,0,1037.9,49.8,-0.0378
2019-01-07 01:00:00,0,0,0,1038.1,49.6,-0.0378
2019-01-07 01:15:00,0,0,0,1038.1,49.8,-0.0378
2019-01-07 01:30:00,0,0,0,1038.0,49.9,-0.0378
2019-01-07 01:45:00,0,0,0,1038.0,49.9,-0.0378
2019-01-07 02:00:00,0,0,0,1038.3,49.8,-0.0378
2019-01-07 02:15:00,0,0,0,1038.5,49.4,-0.0378
2019-01-07 02:30:00,0,0,0,1038.5,49.1,-0.0378
2019-01-07 02:45:00,0,41,0,1038.3,49.0,-0.0378
2019-01-07 03:00:00,0,31,0,1038.3,49.0,-0.0378
2019-01-07 03:15:00,0,0,0,1038.1,49.1,-0.0378
2019-01-07 03:30:00,0,31,0,1038.0,48.8,-0.0378
2019-01-07 03:45:00,0,0,0,1037.7,48.6,-0.0378
2019-01-07 04:00:00,0,0,0,1037.6,48.8,-0.0378
2019-01-07 04:15:00,0,0,0,1037.3,48.4,-0.0378
2019-01-07 04:30:00,0,0,0,1037.3,48.4,-0.0378
2019-01-07 04:45:00,0,0,0,1037.4,48.7,-0.0378
2019-01-07 05:00:00,0,0,0,1037.3,49.5,-0.0378
2019-01-07 05:15:00,0,0,0,1037.4,49.7,-0.0378
2019-01-07 05:30:00,0,0,0,1037.1,50.0,-0.0357
2019-01-07 05:45:00,0,0,0,1037.4,49.8,-0.0378
2019-01-07 06:00:00,0,0,0,1037.2,49.4,-0.0378
2019-01-07 06:15:00,0,0,0,1037.2,49.4,-0.0378
2019-01-07 06:30:00,0,38,0,1037.1,49.7,-0.0378
2019-01-07 06:45:00,0,0,0,1037.4,50.1,-0.0378
2019-01-07 07:00:00,0,0,0,1037.5,49.8,-0.0378
2019-01-07 07:15:00,0,0,0,1037.5,49.7,-0.0378
2019-01-07 07:30:00,41,0,0,1037.6,47.3,-0.0378
2019-01-07 07:45:00,111,0,0,1037.7,45.6,-0.0147
2019-01-07 08:00:00,213,34,0,1037.7,44.3,0.0618135
2019-01-07 08:15:00,350,0,0,1037.9,43.2,0.157731
2019-01-07 08:30:00,441,0,33,1038.4,42.0,0.2408595
2019-01-07 08:45:00,506,0,35,1038.4,39.4,0.4263
2019-01-07 09:00:00,593,37,0,1038.5,35.9,0.3261195
2019-01-07 09:15:00,654,0,36,1038.6,33.7,0.5009025
2019-01-07 09:30:00,710,0,37,1038.6,32.0,0.6074775
2019-01-07 09:45:00,755,0,41,1038.6,31.3,0.5477955
2019-01-07 10:00:00,801,0,43,1038.4,29.9,0.6970005
2019-01-07 10:15:00,835,0,44,1038.0,29.7,0.6373185
2019-01-07 10:30:00,862,0,45,1037.8,29.2,0.93786
2019-01-07 10:45:00,865,35,57,1037.5,31.9,1.423842
2019-01-07 11:00:00,890,0,57,1037.3,31.2,1.3961325
2019-01-07 11:15:00,911,0,50,1036.8,30.1,0.8675205
2019-01-07 11:30:00,921,0,50,1036.6,31.4,1.2852945
2019-01-07 11:45:00,930,0,51,1036.0,31.8,1.116906
2019-01-07 12:00:00,942,0,50,1035.7,31.9,1.2256125
2019-01-07 12:15:00,941,0,51,1035.4,30.6,1.0678815
2019-01-07 12:30:00,945,0,50,1035.1,29.6,0.652239
2019-01-07 12:45:00,941,47,50,1034.8,29.4,0.464667
2019-01-07 13:00:00,923,0,49,1034.7,28.7,0.3474345
2019-01-07 13:15:00,908,0,51,1034.5,29.4,0.3133305
2019-01-07 13:30:00,887,0,52,1034.4,28.2,0.242991
2019-01-07 13:45:00,849,0,53,1034.3,29.2,0.3474345
2019-01-07 14:00:00,823,0,51,1033.9,27.1,0.285621
2019-01-07 14:15:00,766,0,51,1034.0,27.4,0.153468
2019-01-07 14:30:00,727,0,50,1034.0,27.1,0.2024925
2019-01-07 14:45:00,681,45,46,1033.9,27.5,0.1428105
2019-01-07 15:00:00,631,0,46,1033.8,27.4,0.0916545
2019-01-07 15:15:00,565,0,46,1033.9,27.1,0.0575505
2019-01-07 15:30:00,480,0,44,1033.8,28.7,0.029841
2019-01-07 15:45:00,414,42,40,1033.8,27.4,0.029841
2019-01-07 16:00:00,336,37,38,1033.8,27.8,0.021315
2019-01-07 16:15:00,250,0,32,1033.9,28.4,0.0063945
2019-01-07 16:30:00,155,0,0,1034.1,28.8,-0.021
2019-01-07 16:45:00,62,0,0,1034.0,28.0,-0.0441
2019-01-07 17:00:00,0,0,0,1034.1,28.2,-0.0357
2019-01-07 17:15:00,0,39,0,1034.2,29.2,-0.0378
2019-01-07 17:30:00,0,40,0,1034.2,30.7,-0.0378
2019-01-07 17:45:00,0,0,0,1034.4,31.6,-0.0378
2019-01-07 18:00:00,0,0,0,1034.5,32.5,-0.0378
2019-01-07 18:15:00,0,31,0,1034.5,33.3,-0.0378
2019-01-07 18:30:00,0,0,0,1034.6,37.0,-0.0378
2019-01-07 18:45:00,0,0,0,1034.5,39.7,-0.0378
2019-01-07 19:00:00,0,30,0,1034.4,41.4,-0.0378
2019-01-07 19:15:00,0,0,0,1034.4,42.5,-0.0378
2019-01-07 19:30:00,0,42,0,1034.4,46.1,-0.0378
2019-01-07 19:45:00,0,0,0,1034.4,45.7,-0.0378
2019-01-07 20:00:00,0,0,0,1034.4,43.5,-0.0378
2019-01-07 20:15:00,0,0,0,1034.2,43.4,-0.0378
2019-01-07 20:30:00,0,0,0,1034.2,46.5,-0.0378
2019-01-07 20:45:00,0,0,0,1034.2,49.6,-0.0378
2019-01-07 21:00:00,0,0,0,1034.2,49.7,-0.0378
2019-01-07 21:15:00,0,0,0,1033.9,47.8,-0.0378
2019-01-07 21:30:00,0,0,0,1034.0,46.0,-0.0378
2019-01-07 21:45:00,0,0,0,1033.8,45.1,-0.0378
2019-01-07 22:00:00,0,30,0,1033.5,45.2,-0.0378
2019-01-07 22:15:00,0,0,0,1033.4,44.7,-0.0378
2019-01-07 22:30:00,0,0,0,1033.5,47.9,-0.0378
2019-01-07 22:45:00,0,0,0,1033.5,48.1,-0.0378
2019-01-07 23:00:00,0,0,0,1033.4,50.3,-0.0378
2019-01-07 23:15:00,0,42,0,1033.3,48.3,-0.0378
2019-01-07 23:30:00,0,0,0,1033.3,48.5,-0.0378
2019-01-07 23:45:00,0,34,0,1033.3,48.6,-0.0378
2019-01-08 00:00:00,0,0,0,1033.1,49.4,-0.0378
2019-01-08 00:15:00,0,0,0,1033.0,49.9,-0.0378
2019-01-08 00:30:00,0,0,0,1032.9,47.7,-0.0357
2019-01-08 00:45:00,0,0,0,1032.7,48.5,-0.0378
2019-01-08 01:00:00,0,0,0,1032.8,47.4,-0.0378
2019-01-08 01:15:00,0,0,0,1032.6,46.6,-0.0378
2019-01-08 01:30:00,0,0,0,1032.7,46.5,-0.0378
2019-01-08 01:45:00,0,0,0,1032.7,49.8,-0.0378
2019-01-08 02:00:00,0,0,0,1032.6,51.8,-0.0378
2019-01-08 02:15:00,0,0,0,1032.5,52.5,-0.0378
2019-01-08 02:30:00,0,0,0,1032.7,54.4,-0.0378
2019-01-08 02:45:00,0,47,0,1032.6,52.0,-0.0378
2019-01-08 03:00:00,0,35,0,1032.4,54.9,-0.0378
2019-01-08 03:15:00,0,43,0,1032.1,55.1,-0.0378
2019-01-08 03:30:00,0,0,0,1031.8,55.9,-0.0378
2019-01-08 03:45:00,0,0,0,1031.9,53.9,-0.0378
2019-01-08 04:00:00,0,0,0,1031.8,54.2,-0.0378
2019-01-08 04:15:00,0,0,0,1031.7,55.0,-0.0378
2019-01-08 04:30:00,0,0,0,1031.5,55.3,-0.0378
2019-01-08 04:45:00,0,0,0,1031.4,56.3,-0.0378
2019-01-08 05:00:00,0,46,0,1031.2,56.3,-0.0378
2019-01-08 05:15:00,0,0,0,1031.0,56.0,-0.0378
2019-01-08 05:30:00,0,0,0,1031.0,56.2,-0.0378
2019-01-08 05:45:00,0,0,0,1031.0,56.7,-0.0378
2019-01-08 06:00:00,0,0,0,1031.1,56.1,-0.0378
2019-01-08 06:15:00,0,0,0,1030.9,56.4,-0.0378
2019-01-08 06:30:00,0,32,0,1031.1,56.9,-0.0378
2019-01-08 06:45:00,0,0,0,1031.2,55.4,-0.0378
2019-01-08 07:00:00,0,0,0,1031.1,55.0,-0.0378
2019-01-08 07:15:00,0,40,0,1031.1,54.8,-0.0378
2019-01-08 07:30:00,0,0,0,1031.0,56.4,-0.0021
2019-01-08 07:45:00,72,0,0,1031.3,55.0,0.08526
2019-01-08 08:00:00,216,0,31,1031.2,54.4,0.490245
2019-01-08 08:15:00,296,0,37,1031.6,53.0,0.7865235
2019-01-08 08:30:00,390,32,43,1031.8,52.1,1.070013
2019-01-08 08:45:00,453,0,48,1031.8,50.3,1.4813925
2019-01-08 09:00:00,521,0,51,1031.9,48.3,2.165604
2019-01-08 09:15:00,582,0,53,1031.8,44.4,2.8114485
2019-01-08 09:30:00,636,0,55,1032.1,43.2,3.478608
2019-01-08 09:45:00,702,0,55,1031.9,41.0,4.8278475
2019-01-08 10:00:00,743,0,56,1031.7,40.7,11.9427945
2019-01-08 10:15:00,780,45,56,1031.7,37.9,18.3330315
2019-01-08 10:30:00,808,0,59,1031.5,35.6,21.2787645
2019-01-08 10:45:00,831,0,68,1031.4,35.7,23.450763
2019-01-08 11:00:00,854,0,71,1031.0,35.1,24.8639475
2019-01-08 11:15:00,873,0,65,1030.8,34.3,25.782624
2019-01-08 11:30:00,883,0,61,1030.6,33.8,26.5691475
2019-01-08 11:45:00,893,0,61,1030.1,32.3,27.1318635
2019-01-08 12:00:00,910,0,60,1029.8,31.9,27.206466
2019-01-08 12:15:00,925,0,59,1029.6,31.3,27.2832
2019-01-08 12:30:00,894,33,65,1029.4,31.7,27.087102
2019-01-08 12:45:00,899,0,66,1029.2,29.5,26.605383
2019-01-08 13:00:00,889,31,65,1029.0,29.6,26.191872
2019-01-08 13:15:00,883,0,60,1028.9,28.9,25.2859845
2019-01-08 13:30:00,861,0,58,1028.7,29.0,24.7104795
2019-01-08 13:45:00,851,0,50,1028.6,29.5,23.9431395
2019-01-08 14:00:00,805,0,55,1028.3,30.0,22.730316
2019-01-08 14:15:00,770,0,52,1028.6,29.5,21.894768
2019-01-08 14:30:00,731,0,35,1028.5,31.0,20.59029
2019-01-08 14:45:00,682,34,38,1028.6,29.6,19.0662675
2019-01-08 15:00:00,625,0,43,1028.5,30.2,17.4335385
2019-01-08 15:15:00,551,0,44,1028.6,31.2,15.444849
2019-01-08 15:30:00,478,0,43,1028.5,33.0,12.8636025
2019-01-08 15:45:00,390,0,43,1028.5,32.6,4.194792
2019-01-08 16:00:00,311,0,40,1028.7,36.8,3.039519
2019-01-08 16:15:00,237,34,31,1028.6,37.5,3.384822
2019-01-08 16:30:00,147,0,0,1028.7,38.0,1.820301
2019-01-08 16:45:00,59,33,0,1028.9,39.9,0.5477955
2019-01-08 17:00:00,0,0,0,1028.9,42.6,0.072471
2019-01-08 17:15:00,0,0,0,1029.0,44.0,-0.0525
2019-01-08 17:30:00,0,0,0,1029.3,45.5,-0.0378
2019-01-08 17:45:00,0,45,0,1029.3,45.8,-0.0378
2019-01-08 18:00:00,0,43,0,1029.3,47.2,-0.0378
2019-01-08 18:15:00,0,0,0,1029.4,47.5,-0.0378
2019-01-08 18:30:00,0,0,0,1029.4,49.1,-0.0378
2019-01-08 18:45:00,0,0,0,1029.4,48.2,-0.0378
2019-01-08 19:00:00,0,0,0,1029.4,47.1,-0.0378
2019-01-08 19:15:00,0,0,0,1029.3,50.2,-0.0378
2019-01-08 19:30:00,0,0,0,1029.2,54.5,-0.0378
2019-01-08 19:45:00,0,0,0,1029.0,54.3,-0.0378
2019-01-08 20:00:00,0,43,0,1029.1,53.9,-0.0378
2019-01-08 20:15:00,0,0,0,1029.0,55.7,-0.0378
2019-01-08 20:30:00,0,47,0,1029.0,55.2,-0.0378
2019-01-08 20:45:00,0,0,0,1029.1,56.2,-0.0378
2019-01-08 21:00:00,0,42,0,1029.0,55.9,-0.0378
2019-01-08 21:15:00,0,0,0,1029.0,54.3,-0.0378
2019-01-08 21:30:00,0,0,0,1029.1,54.3,-0.0378
2019-01-08 21:45:00,0,0,0,1029.0,55.8,-0.0378
2019-01-08 22:00:00,0,0,0,1028.8,53.8,-0.0357
2019-01-08 22:15:00,0,0,0,1028.6,52.5,-0.0378
2019-01-08 22:30:00,0,0,0,1028.4,49.9,-0.0378
2019-01-08 22:45:00,0,0,0,1028.5,49.4,-0.0378
2019-01-08 23:00:00,0,0,0,1028.3,54.0,-0.0378
2019-01-08 23:15:00,0,0,0,1028.2,52.3,-0.0378
2019-01-08 23:30:00,0,0,0,1028.4,51.2,-0.0378
2019-01-08 23:45:00,0,31,0,1028.3,53.2,-0.0378
2019-01-09 00:00:00,0,0,0,1028.3,53.7,-0.0378
2019-01-09 00:15:00,0,52,0,1028.2,53.4,-0.0357
2019-01-09 00:30:00,0,49,0,1028.3,51.2,-0.0357
2019-01-09 00:45:00,0,0,0,1028.2,51.9,-0.0378
2019-01-09 01:00:00,0,0,0,1028.2,50.9,-0.0378
2019-01-09 01:15:00,0,0,0,1028.2,50.8,-0.0378
2019-01-09 01:30:00,0,0,0,1028.3,50.5,-0.0378
2019-01-09 01:45:00,0,0,0,1028.5,51.3,-0.0378
2019-01-09 02:00:00,0,0,0,1028.6,49.6,-0.0378
2019-01-09 02:15:00,0,49,0,1028.8,50.9,-0.0378
2019-01-09 02:30:00,0,0,0,1028.7,51.2,-0.0378
2019-01-09 02:45:00,0,44,0,1028.7,51.6,-0.0378
2019-01-09 03:00:00,0,0,0,1028.5,50.8,-0.0378
2019-01-09 03:15:00,0,0,0,1028.5,50.3,-0.0378
2019-01-09 03:30:00,0,0,0,1028.5,49.3,-0.0378
2019-01-09 03:45:00,0,0,0,1028.3,49.6,-0.0378
2019-01-09 04:00:00,0,0,0,1028.3,50.4,-0.0378
2019-01-09 04:15:00,0,0,0,1028.2,51.0,-0.0378
2019-01-09 04:30:00,0,0,0,1028.3,54.7,-0.0378
2019-01-09 04:45:00,0,0,0,1028.2,55.2,-0.0378
2019-01-09 05:00:00,0,0,0,1028.3,54.1,-0.0378
2019-01-09 05:15:00,0,0,0,1028.4,53.7,-0.0378
2019-01-09 05:30:00,0,37,0,1028.5,55.1,-0.0378
2019-01-09 05:45:00,0,46,0,1028.4,54.6,-0.0378
2019-01-09 06:00:00,0,0,0,1028.5,54.7,-0.0357
2019-01-09 06:15:00,0,54,0,1028.5,56.0,-0.0378
2019-01-09 06:30:00,0,0,0,1028.6,55.4,-0.0378
2019-01-09 06:45:00,0,0,0,1028.8,54.7,-0.0378
2019-01-09 07:00:00,0,0,0,1028.8,54.5,-0.0378
2019-01-09 07:15:00,0,0,0,1029.0,54.9,-0.0084
2019-01-09 07:30:00,38,53,0,1029.1,55.0,0.2408595
2019-01-09 07:45:00,96,40,0,1029.2,54.1,0.720447
2019-01-09 08:00:00,243,0,0,1029.6,51.4,1.5325485
2019-01-09 08:15:00,338,0,0,1029.8,50.2,2.6324025
2019-01-09 08:30:00,419,0,33,1030.2,48.3,3.7834125
2019-01-09 08:45:00,493,0,36,1030.5,47.1,5.358591
2019-01-09 09:00:00,558,0,38,1030.5,46.1,11.7594855
2019-01-09 09:15:00,613,0,38,1030.5,43.6,14.072163
2019-01-09 09:30:00,663,0,42,1030.8,42.9,15.5023995
2019-01-09 09:45:00,711,0,45,1031.0,40.0,17.456985
2019-01-09 10:00:00,761,0,46,1031.1,39.1,18.8488545
2019-01-09 10:15:00,798,0,47,1031.1,38.2,20.2471185
2019-01-09 10:30:00,825,36,51,1031.3,38.4,21.3682875
2019-01-09 10:45:00,844,0,59,1031.1,38.6,22.3317255
2019-01-09 11:00:00,862,38,46,1031.0,39.1,23.23335
2019-01-09 11:15:00,874,41,51,1030.6,36.9,23.885589
2019-01-09 11:30:00,893,0,60,1030.4,37.0,24.252207
2019-01-09 11:45:00,907,0,58,1030.0,34.4,24.2586015
2019-01-09 12:00:00,914,0,58,1030.0,33.1,24.1946565
2019-01-09 12:15:00,915,0,58,1029.8,32.2,23.425185
2019-01-09 12:30:00,924,0,56,1029.4,33.4,24.0497145
2019-01-09 12:45:00,911,32,56,1029.3,31.5,23.212035
